aX,aY,aZ,gX,gY,gZ
1.833,0.202,-0.354,-120.911,307.312,-61.768
1.769,0.044,-0.326,-127.136,278.076,-69.031
1.693,-0.061,-0.287,-144.836,250.916,-74.646
1.498,-0.092,-0.307,-164.246,222.839,-85.938
1.268,-0.110,-0.369,-172.791,193.970,-108.154
0.970,-0.093,-0.504,-165.222,163.330,-138.367
0.582,-0.062,-0.613,-148.437,134.399,-175.354
0.199,-0.061,-0.728,-153.931,81.238,-233.704
-0.715,-0.234,-1.111,-168.091,47.241,-239.807
-1.135,-0.296,-1.078,-207.458,3.723,-228.882
-1.600,-0.329,-0.700,-252.686,-54.443,-203.918
-1.990,-0.490,0.089,-286.926,-111.694,-169.800
-2.138,-0.656,1.167,-290.955,-156.250,-132.751
-2.070,-0.956,2.810,-196.106,-166.748,-69.519
-1.644,-1.458,2.955,-129.639,-111.145,-51.636
-1.662,-1.305,2.697,-71.594,-28.809,-33.142
-1.748,-1.148,2.244,-29.968,47.913,-12.512
-1.686,-1.042,1.768,-12.390,89.111,5.188
-1.524,-1.054,1.430,-12.268,90.759,29.114
-1.288,-1.022,1.253,-19.592,62.622,54.932
-0.958,-0.969,1.139,-9.399,1.221,85.144
-0.322,-0.821,0.813,9.094,-14.526,86.426
-0.063,-0.754,0.549,31.128,-22.156,76.477
0.141,-0.703,0.357,50.720,-21.484,66.467
0.323,-0.595,0.148,63.782,-13.428,63.721
0.512,-0.525,-0.019,71.594,-1.465,65.186
0.684,-0.445,-0.119,69.519,12.939,69.580
0.810,-0.356,-0.210,56.946,25.391,74.524
0.897,-0.313,-0.276,38.635,33.508,74.524
0.938,-0.315,-0.314,20.264,35.522,67.139
0.943,-0.356,-0.332,8.301,30.273,54.749
0.939,-0.410,-0.307,5.127,5.554,25.208
0.913,-0.534,-0.195,8.057,-6.226,11.658
0.894,-0.597,-0.135,10.742,-14.709,2.197
0.876,-0.636,-0.074,12.329,-18.433,-0.854
0.877,-0.653,-0.020,13.306,-17.395,2.258
0.884,-0.646,0.024,12.024,-13.977,10.620
0.900,-0.651,0.048,8.728,-7.751,18.311
0.900,-0.651,0.040,5.676,-1.160,21.362
0.904,-0.658,0.034,4.211,4.089,23.865
0.892,-0.640,0.016,4.883,6.409,25.940
0.891,-0.622,0.013,6.836,7.080,26.489
0.889,-0.614,0.017,6.531,5.981,27.100
0.884,-0.605,0.009,4.211,6.104,28.198
0.886,-0.594,0.008,2.747,7.874,29.480
0.884,-0.574,0.002,1.404,9.644,30.945
0.878,-0.548,-0.001,-0.305,11.047,32.043
0.878,-0.531,-0.005,-0.977,12.329,31.677
0.871,-0.515,-0.000,-1.099,12.451,29.846
0.859,-0.502,0.001,-0.610,11.658,27.100
0.855,-0.498,0.002,0.610,10.437,23.621
0.854,-0.494,0.001,2.747,8.850,19.897
0.845,-0.489,0.000,5.066,7.629,16.724
0.836,-0.497,-0.006,6.165,7.324,13.672
0.825,-0.517,-0.016,5.859,7.568,10.986
0.815,-0.530,-0.026,5.615,7.812,9.521
0.800,-0.537,-0.028,5.493,7.935,9.521
0.792,-0.542,-0.035,5.005,8.179,10.376
0.788,-0.539,-0.037,4.211,8.789,11.841
0.785,-0.533,-0.041,4.028,9.094,12.695
0.786,-0.528,-0.045,4.395,8.545,12.695
0.783,-0.525,-0.049,4.944,7.629,11.780
0.779,-0.525,-0.054,5.554,6.287,10.437
0.776,-0.527,-0.061,6.104,5.127,8.972
0.770,-0.535,-0.060,6.470,4.028,7.874
0.766,-0.550,-0.052,6.836,3.296,7.202
0.764,-0.559,-0.039,8.057,3.113,7.324
0.768,-0.554,-0.038,8.911,2.991,7.690
0.772,-0.550,-0.037,9.338,2.441,7.935
0.773,-0.551,-0.032,8.667,1.770,8.057
0.775,-0.559,-0.027,7.935,1.282,7.507
0.773,-0.571,-0.020,7.568,0.793,6.775
0.776,-0.575,-0.013,7.507,0.183,6.714
0.781,-0.573,-0.009,8.057,-0.183,7.080
0.786,-0.567,-0.007,8.423,0.061,7.935
0.791,-0.560,-0.007,8.667,0.549,8.728
0.800,-0.553,-0.010,8.728,1.526,9.583
0.811,-0.549,-0.017,8.911,2.502,10.437
0.817,-0.543,-0.023,9.277,3.479,10.742
0.818,-0.537,-0.034,9.888,4.028,10.559
0.819,-0.534,-0.047,10.376,4.028,10.071
2.336,-0.772,0.763,65.186,-293.823,23.193
2.869,-0.747,1.142,73.608,-296.021,17.578
3.432,-0.579,1.524,87.952,-285.217,13.367
3.968,-0.233,1.804,97.656,-260.254,14.404
4.000,0.141,1.959,100.830,-220.093,14.404
4.000,0.528,1.998,96.008,-167.114,7.141
4.000,0.832,1.828,84.473,-109.863,-8.911
4.000,0.973,1.621,70.557,-58.899,-28.442
4.000,1.074,1.363,57.739,21.545,-34.729
4.000,1.260,0.865,55.115,50.415,-40.527
3.926,1.344,0.697,51.941,73.914,-51.392
3.733,1.339,0.546,40.283,96.497,-58.655
3.487,1.306,0.423,23.071,119.019,-61.646
3.167,1.299,0.262,2.319,142.395,-62.012
2.928,1.229,0.210,-18.921,176.147,-58.655
2.746,1.133,0.199,-41.016,211.243,-49.744
2.600,1.061,0.183,-63.782,236.816,-39.795
2.464,0.987,0.167,-84.595,254.639,-30.334
2.344,0.874,0.176,-105.164,268.738,-22.278
2.205,0.746,0.161,-124.878,277.161,-17.029
2.087,0.557,0.113,-141.235,280.823,-15.564
2.032,0.383,0.060,-150.330,282.288,-18.372
2.000,0.239,-0.052,-159.058,276.672,-15.198
1.969,0.057,-0.258,-171.936,268.616,-9.888
1.966,0.031,-0.356,-190.735,257.385,-4.822
1.901,0.104,-0.546,-202.209,240.540,-7.568
1.720,0.234,-0.748,-202.332,221.802,-20.020
1.472,0.443,-0.915,-203.186,200.867,-42.419
1.154,0.646,-1.091,-208.984,170.959,-73.120
0.805,0.746,-1.138,-218.689,133.545,-106.323
0.330,0.757,-1.076,-239.197,82.336,-136.841
-0.250,0.720,-0.799,-270.264,10.376,-158.752
-0.891,0.574,-0.079,-295.715,-77.576,-172.485
-1.534,0.333,1.020,-300.110,-173.218,-188.477
-1.971,-0.106,2.046,-271.240,-254.517,-211.548
-1.979,-0.658,2.750,-197.754,-279.968,-230.042
-1.874,-1.060,2.941,-99.915,-254.822,-237.122
-2.020,-1.102,2.581,-12.329,-203.552,-231.140
-2.229,-0.975,2.005,44.373,-127.136,-208.862
-2.344,-0.906,1.533,62.195,-46.631,-168.518
-2.306,-0.930,1.260,39.246,7.874,-115.906
-2.148,-1.015,1.136,-9.155,24.963,-58.105
-1.867,-1.092,1.102,-55.481,22.034,0.244
-1.513,-1.083,1.080,-76.111,19.287,54.138
-1.099,-0.990,1.059,-71.045,22.095,96.680
-0.671,-0.832,0.920,-54.932,26.489,123.108
-0.254,-0.668,0.725,-33.447,30.457,134.644
0.165,-0.505,0.523,-12.329,31.677,136.475
0.535,-0.391,0.271,4.272,30.090,132.446
0.838,-0.306,0.005,15.015,29.724,121.033
1.082,-0.258,-0.218,23.682,33.386,101.318
1.274,-0.216,-0.389,34.973,39.001,61.829
1.527,-0.060,-0.574,30.884,34.607,47.119
1.604,-0.019,-0.592,21.362,28.198,32.715
1.612,-0.013,-0.620,9.216,20.630,17.639
1.581,-0.097,-0.628,-1.892,12.329,0.671
1.453,-0.224,-0.613,-5.554,1.892,-20.996
1.286,-0.382,-0.555,-4.272,-9.521,-43.457
1.109,-0.532,-0.467,-0.427,-20.874,-58.533
0.943,-0.654,-0.351,5.981,-36.377,-57.983
0.722,-0.721,-0.120,11.902,-39.246,-45.410
0.682,-0.693,-0.008,6.592,-37.964,-29.053
0.678,-0.660,0.092,-2.502,-33.264,-11.719
0.695,-0.648,0.160,-12.573,-25.940,3.723
0.702,-0.620,0.214,-20.447,-17.212,16.113
0.710,-0.590,0.256,-24.292,-7.996,25.574
0.715,-0.551,0.280,-24.292,0.061,32.043
0.718,-0.511,0.286,-22.217,5.798,35.217
0.736,-0.487,0.286,-15.564,12.756,35.889
0.788,-0.436,0.209,-10.803,14.587,32.959
0.816,-0.426,0.173,-6.836,15.808,29.907
0.826,-0.401,0.137,-3.296,15.808,25.940
0.824,-0.381,0.108,0.793,14.648,20.813
0.825,-0.366,0.066,4.211,12.878,15.137
0.825,-0.364,0.028,7.141,10.925,9.338
0.820,-0.373,-0.007,9.521,8.545,4.456
0.820,-0.388,-0.038,10.681,6.775,1.099
0.817,-0.401,-0.060,11.475,5.127,-0.793
0.813,-0.414,-0.079,11.536,3.418,-1.343
0.817,-0.424,-0.095,11.047,1.770,-1.282
0.821,-0.431,-0.107,10.315,1.038,-0.122
0.830,-0.444,-0.127,8.362,1.343,1.221
0.830,-0.443,-0.133,7.324,1.770,2.808
0.833,-0.441,-0.138,6.104,2.319,4.517
0.835,-0.439,-0.136,3.723,2.258,6.348
0.841,-0.435,-0.127,1.282,1.770,8.179
0.844,-0.433,-0.113,-0.732,2.136,9.583
0.844,-0.441,-0.098,-3.052,2.686,10.315
0.846,-0.449,-0.085,-5.005,2.930,10.803
0.852,-0.451,-0.068,-6.287,2.258,11.658
0.863,-0.442,-0.043,-6.775,1.099,12.390
0.875,-0.427,-0.012,-6.775,-0.061,12.939
0.883,-0.420,0.016,-6.775,-0.854,12.695
0.883,-0.427,0.041,-6.348,-1.282,11.169
0.876,-0.444,0.062,-5.005,-1.526,8.850
0.869,-0.469,0.072,-2.380,-1.648,6.348
0.859,-0.492,0.077,0.427,-1.587,4.333
0.855,-0.506,0.080,3.418,-0.854,3.601
0.858,-0.503,0.086,5.554,-0.122,4.883
0.873,-0.493,0.094,6.226,1.221,7.446
0.893,-0.477,0.098,6.165,3.296,9.705
0.908,-0.470,0.094,6.409,5.066,10.681
0.922,-0.468,0.081,6.897,6.409,10.559
0.926,-0.468,0.061,8.362,7.385,9.827
0.943,-0.464,0.031,10.559,7.568,8.850
0.949,-0.455,0.005,12.451,7.263,8.545
0.966,-0.440,-0.015,13.794,7.019,8.301
0.971,-0.425,-0.028,14.282,6.775,7.751
0.976,-0.417,-0.045,13.550,6.714,7.202
0.981,-0.414,-0.056,12.329,7.385,6.836
0.977,-0.405,-0.065,11.169,8.179,6.836
0.975,-0.399,-0.071,10.437,8.179,6.409
0.970,-0.395,-0.077,10.193,7.324,5.310
0.963,-0.397,-0.082,9.827,6.165,3.845
0.949,-0.403,-0.083,9.338,4.944,1.831
0.932,-0.406,-0.080,9.094,4.089,0.427
0.920,-0.410,-0.076,8.240,3.113,-0.244
0.909,-0.411,-0.071,7.263,2.319,-0.488
0.898,-0.412,-0.065,6.531,1.831,-0.488
1.667,-1.501,0.897,77.393,-299.622,49.377
2.353,-1.286,1.325,97.046,-317.078,79.285
3.052,-0.873,1.799,107.666,-327.881,89.111
3.718,-0.402,2.244,100.769,-315.796,86.914
4.000,-0.083,2.571,81.177,-274.658,79.895
4.000,0.170,2.625,63.416,-208.435,68.298
4.000,0.433,2.434,57.251,-130.310,47.546
4.000,0.651,2.081,58.533,-61.035,17.273
4.000,0.812,1.673,57.068,-13.611,-15.503
4.000,0.906,1.269,50.659,12.085,-42.847
4.000,0.997,0.928,48.401,27.405,-64.331
4.000,1.038,0.718,51.147,42.664,-81.848
3.863,1.076,0.626,51.147,58.044,-93.018
3.656,1.095,0.574,40.710,74.219,-97.839
3.418,1.054,0.588,22.095,96.191,-97.656
3.167,0.977,0.569,1.953,125.183,-94.421
2.918,0.895,0.587,-14.282,162.170,-89.722
2.652,0.865,0.535,-29.297,199.524,-84.412
2.432,0.765,0.520,-42.908,239.624,-77.271
2.273,0.627,0.527,-59.143,274.719,-68.176
2.148,0.503,0.505,-78.857,298.218,-57.007
2.064,0.387,0.512,-98.206,313.049,-43.945
1.986,0.241,0.509,-116.699,320.923,-31.921
1.919,0.123,0.462,-130.981,324.341,-26.733
1.886,-0.079,0.415,-135.681,323.853,-26.489
1.876,-0.288,0.318,-139.893,315.796,-24.353
1.893,-0.481,0.236,-148.743,303.833,-19.165
1.977,-0.631,0.123,-159.302,291.626,-12.207
2.077,-0.744,-0.024,-164.246,278.137,-8.423
2.121,-0.729,-0.153,-165.283,267.944,-6.714
2.057,-0.548,-0.310,-166.443,257.385,-11.475
1.885,-0.339,-0.531,-163.818,240.601,-26.245
1.642,-0.182,-0.713,-160.034,218.567,-49.011
1.297,0.026,-0.857,-163.147,187.744,-74.524
0.843,0.136,-0.919,-177.551,146.973,-93.445
0.314,0.182,-0.933,-207.947,92.590,-104.431
-0.318,0.290,-0.778,-248.535,13.184,-117.493
-0.962,0.432,-0.391,-282.043,-93.445,-141.724
-1.709,0.459,0.137,-290.039,-217.773,-178.162
-2.253,0.193,0.738,-263.367,-329.834,-214.172
-2.539,-0.165,1.188,-187.378,-394.775,-238.403
-2.399,-0.400,1.432,-73.547,-400.635,-250.916
-1.962,-0.525,1.661,35.034,-359.375,-257.385
-1.717,-0.555,1.654,86.487,-294.556,-247.070
-1.889,-0.413,1.217,68.054,-201.050,-199.890
-2.083,-0.267,0.744,13.123,-66.345,-127.197
-2.117,-0.231,0.505,-48.035,61.523,-55.664
-1.949,-0.312,0.444,-107.178,134.216,1.953
-1.681,-0.422,0.424,-153.870,146.118,48.767
-1.380,-0.536,0.446,-173.279,117.676,86.609
-0.990,-0.594,0.544,-161.438,71.045,110.046
-0.609,-0.599,0.653,-132.935,18.188,117.432
-0.249,-0.575,0.748,-100.220,-23.499,110.840
0.093,-0.565,0.818,-63.599,-45.288,94.971
0.411,-0.524,0.864,-25.330,-42.480,78.552
0.657,-0.429,0.835,5.310,-23.987,67.139
0.835,-0.337,0.718,22.400,1.038,58.594
0.916,-0.319,0.542,26.978,27.588,48.950
0.936,-0.372,0.329,24.292,52.185,37.231
0.917,-0.446,0.127,21.423,68.420,26.123
0.870,-0.480,-0.048,21.301,71.777,17.761
0.837,-0.488,-0.179,25.146,62.378,11.658
0.831,-0.477,-0.248,31.189,27.405,-0.977
0.875,-0.482,-0.304,42.175,-2.441,-8.606
0.879,-0.501,-0.297,45.471,-19.775,-17.151
0.888,-0.537,-0.262,43.945,-31.006,-23.376
0.881,-0.569,-0.212,35.522,-34.180,-22.644
0.891,-0.587,-0.069,19.592,-29.602,-12.756
0.878,-0.595,0.044,0.977,-18.921,2.075
0.912,-0.618,0.170,-29.541,8.850,27.283
0.914,-0.619,0.309,-23.926,17.395,32.410
0.888,-0.608,0.329,-19.226,21.729,32.104
0.860,-0.593,0.338,-11.475,21.667,28.564
0.834,-0.588,0.341,-4.700,18.066,24.963
0.821,-0.577,0.348,-0.671,13.184,22.583
0.825,-0.564,0.358,1.526,8.850,21.484
0.838,-0.556,0.355,3.784,5.920,21.362
0.844,-0.547,0.345,6.348,4.883,20.203
0.848,-0.555,0.310,9.705,5.493,17.456
0.846,-0.568,0.259,13.489,7.080,14.221
0.834,-0.566,0.211,17.212,8.484,11.414
0.833,-0.560,0.170,19.165,9.521,10.132
0.830,-0.549,0.127,18.921,9.888,10.498
0.834,-0.537,0.097,17.395,10.376,11.536
0.838,-0.524,0.073,15.259,10.437,12.573
0.846,-0.513,0.057,12.146,9.705,14.099
0.858,-0.512,0.048,9.155,7.935,14.954
0.863,-0.512,0.047,6.897,5.493,14.221
0.866,-0.517,0.052,5.249,2.808,12.451
0.867,-0.521,0.058,4.089,0.305,10.925
0.869,-0.521,0.062,3.174,-1.465,9.766
0.875,-0.520,0.076,2.258,-2.686,9.155
0.882,-0.519,0.097,0.916,-2.075,9.583
0.889,-0.509,0.120,-1.038,-0.244,11.475
0.894,-0.498,0.135,-3.662,2.258,13.428
0.897,-0.498,0.146,-5.432,4.822,13.733
0.891,-0.508,0.149,-4.883,6.348,12.024
0.877,-0.522,0.142,-2.136,6.226,8.667
0.860,-0.537,0.135,1.892,4.456,5.066
0.840,-0.549,0.135,5.798,1.831,2.014
0.829,-0.555,0.138,8.240,-0.244,0.549
0.831,-0.555,0.147,8.667,-1.282,0.916
0.834,-0.548,0.165,8.057,-1.221,2.747
0.844,-0.538,0.178,6.714,-0.305,5.066
0.852,-0.538,0.179,5.310,1.526,6.653
0.853,-0.545,0.177,5.066,3.967,6.714
0.849,-0.554,0.167,5.920,5.920,6.165
0.843,-0.563,0.152,7.202,7.385,6.226
0.852,-0.563,0.135,8.484,7.935,6.897
0.861,-0.552,0.117,9.766,8.423,7.874
0.869,-0.536,0.103,10.559,9.583,8.545
0.876,-0.521,0.089,10.193,10.803,9.033
0.881,-0.509,0.078,9.338,11.658,9.583
0.887,-0.507,0.065,8.484,12.024,9.277
0.888,-0.509,0.053,8.179,11.963,7.935
0.883,-0.510,0.048,8.606,10.986,6.470
0.876,-0.509,0.046,9.583,9.521,5.066
0.872,-0.511,0.046,9.888,7.874,3.967
0.870,-0.505,0.047,9.827,6.531,2.930
2.555,-0.661,1.014,-7.446,-320.374,68.665
3.063,-0.735,1.571,-12.329,-331.299,50.598
3.453,-0.728,2.118,-11.353,-331.177,31.006
3.867,-0.792,2.624,-4.944,-309.021,9.521
4.000,-0.810,2.979,15.686,-268.066,-14.282
4.000,-0.729,3.029,43.579,-219.543,-41.870
3.983,-0.629,2.822,63.904,-166.016,-68.481
3.655,-0.583,2.547,68.054,-108.215,-78.491
3.361,-0.585,2.249,62.439,-55.542,-72.998
3.121,-0.508,1.951,57.922,-15.320,-57.495
2.953,-0.309,1.684,62.683,14.587,-39.490
2.841,-0.073,1.433,77.026,39.001,-26.062
2.708,0.167,1.180,92.224,59.509,-18.677
2.569,0.387,0.925,99.915,79.346,-14.709
2.459,0.582,0.686,99.487,104.858,-8.240
2.369,0.707,0.518,90.942,136.658,1.892
2.265,0.798,0.380,72.449,166.992,12.512
2.159,0.842,0.257,48.889,190.308,18.005
2.045,0.852,0.158,26.672,206.543,18.738
1.961,0.859,0.072,8.545,216.980,15.503
1.908,0.848,0.042,-5.737,223.450,10.071
1.901,0.853,0.022,-19.287,225.159,3.235
1.936,0.878,0.026,-31.677,226.196,-2.563
2.007,0.928,0.033,-44.678,228.516,-7.019
2.065,0.989,0.054,-60.242,233.948,-10.132
2.072,1.016,0.069,-95.947,247.864,-22.278
1.959,0.875,0.084,-129.456,251.465,-31.189
1.894,0.760,0.044,-148.865,251.404,-40.100
1.806,0.653,0.008,-161.194,248.901,-49.561
1.717,0.485,-0.029,-173.889,242.737,-59.509
1.631,0.297,-0.057,-188.110,231.812,-71.777
1.523,0.095,-0.089,-200.073,214.600,-84.961
1.387,-0.084,-0.172,-205.750,190.552,-98.938
1.266,-0.227,-0.251,-202.942,164.307,-113.831
1.173,-0.301,-0.334,-192.017,133.850,-131.226
1.051,-0.264,-0.452,-174.927,101.013,-148.437
0.900,-0.191,-0.522,-156.311,72.205,-165.588
0.747,-0.118,-0.552,-145.203,48.950,-184.021
0.533,-0.081,-0.567,-147.583,25.269,-200.928
0.200,-0.080,-0.538,-162.781,-0.488,-212.585
-0.177,-0.117,-0.460,-187.866,-28.625,-217.407
-0.603,-0.193,-0.309,-217.773,-68.481,-215.637
-0.979,-0.262,-0.121,-241.577,-120.544,-206.177
-1.352,-0.355,0.019,-245.300,-174.438,-195.862
-1.647,-0.480,0.302,-231.567,-211.609,-187.439
-1.753,-0.578,0.749,-205.750,-221.802,-168.518
-1.686,-0.658,1.180,-167.480,-216.064,-138.611
-1.570,-0.698,1.464,-118.774,-195.923,-110.291
-1.442,-0.663,1.524,-65.430,-156.616,-94.421
-1.314,-0.588,1.436,-17.029,-105.408,-89.539
-1.242,-0.494,1.231,12.085,-54.688,-84.717
-1.153,-0.446,1.007,16.113,-11.292,-71.350
-1.006,-0.467,0.839,-1.770,23.071,-46.753
-0.848,-0.459,0.747,-34.363,45.898,-12.024
-0.693,-0.427,0.692,-71.716,55.847,58.472
-0.349,-0.448,0.806,-116.455,43.152,79.041
-0.141,-0.464,0.838,-117.859,28.259,85.999
0.040,-0.492,0.865,-103.210,17.578,83.740
0.204,-0.503,0.882,-80.322,15.076,75.195
0.324,-0.510,0.852,-57.312,18.188,65.552
0.453,-0.515,0.787,-38.452,28.015,59.998
0.548,-0.491,0.670,-26.489,42.603,59.753
0.633,-0.447,0.537,-19.836,57.556,62.561
0.708,-0.405,0.396,-15.564,66.772,61.218
0.847,-0.364,0.139,-2.380,63.477,52.734
0.897,-0.373,0.043,7.568,51.880,39.612
0.924,-0.400,-0.016,16.907,35.461,24.536
0.926,-0.437,-0.053,23.682,18.433,10.620
0.912,-0.473,-0.061,26.855,3.418,0.061
0.901,-0.499,-0.043,25.879,-8.606,-6.226
0.893,-0.525,0.015,21.851,-18.005,-8.972
0.885,-0.553,0.066,15.442,-23.010,-8.301
0.862,-0.642,0.126,5.859,-19.775,-7.935
0.835,-0.663,0.152,3.296,-15.930,-5.127
0.819,-0.660,0.192,1.526,-10.986,-0.671
0.814,-0.640,0.229,-1.221,-5.432,5.493
0.818,-0.610,0.254,-4.089,0.244,11.475
0.796,-0.585,0.277,-6.348,4.822,14.832
0.783,-0.570,0.285,-8.057,7.935,16.113
0.768,-0.577,0.301,-8.179,8.545,15.930
0.767,-0.584,0.324,-7.446,6.470,14.709
0.755,-0.595,0.354,-4.639,2.686,11.841
0.752,-0.610,0.378,-0.244,0.061,8.789
0.747,-0.616,0.389,3.113,1.465,7.812
0.739,-0.614,0.369,7.690,4.639,8.301
0.741,-0.602,0.350,8.179,8.179,9.888
0.742,-0.592,0.328,7.385,11.047,11.841
0.741,-0.595,0.301,7.263,13.306,12.390
0.731,-0.604,0.277,8.179,14.099,11.597
0.720,-0.613,0.250,9.216,13.733,10.559
0.715,-0.614,0.227,10.071,12.634,11.108
0.720,-0.606,0.213,10.071,10.986,12.512
0.730,-0.595,0.209,8.789,9.216,14.221
0.750,-0.581,0.212,7.019,7.812,16.296
0.766,-0.567,0.220,5.066,7.080,17.944
0.783,-0.562,0.224,3.174,7.141,18.433
0.798,-0.566,0.223,1.587,7.690,18.372
0.802,-0.567,0.222,1.709,7.812,18.066
0.803,-0.562,0.226,2.747,7.629,17.578
0.811,-0.552,0.234,4.272,7.568,17.212
0.821,-0.535,0.241,5.432,6.958,16.907
0.830,-0.517,0.244,6.165,6.409,15.747
0.836,-0.513,0.245,6.409,6.165,14.282
0.841,-0.518,0.240,6.714,5.859,12.329
0.839,-0.527,0.227,7.935,5.432,10.071
0.831,-0.534,0.217,9.827,5.310,8.484
0.827,-0.533,0.214,10.132,5.127,7.996
0.827,-0.538,0.213,9.583,5.005,8.179
0.824,-0.535,0.219,9.094,5.737,9.216
0.829,-0.532,0.228,8.179,6.042,10.010
0.838,-0.520,0.238,7.385,6.165,10.559
0.848,-0.511,0.242,7.568,6.348,10.254
0.855,-0.515,0.237,8.423,6.653,9.155
0.856,-0.521,0.223,9.705,7.263,7.690
0.843,-0.525,0.211,10.620,7.690,6.409
0.849,-0.538,0.190,10.803,7.874,5.371
0.839,-0.535,0.181,10.498,8.606,5.920
0.838,-0.530,0.172,9.705,9.460,7.141
0.841,-0.523,0.169,8.911,9.521,7.874
-1.755,0.972,0.544,-10.437,51.575,-83.801
-2.034,0.940,0.458,-9.216,48.645,-89.294
-2.199,0.804,0.346,-9.521,36.987,-89.966
-2.275,0.561,0.288,-8.972,19.226,-83.740
-2.188,0.283,0.210,-3.418,0.977,-70.801
-1.967,0.020,0.089,9.033,-17.029,-52.307
-1.720,-0.224,-0.052,24.780,-37.292,-29.114
-1.411,-0.431,-0.267,52.917,-100.769,17.029
-0.451,-0.798,-0.508,63.965,-149.902,42.297
0.001,-0.868,-0.493,64.758,-206.360,61.340
0.518,-1.040,-0.405,55.969,-267.334,66.040
1.046,-1.214,-0.139,46.021,-329.468,59.204
1.670,-1.279,0.285,47.852,-376.831,52.673
2.314,-1.176,0.913,62.500,-404.846,46.265
2.912,-0.975,1.662,71.472,-415.344,30.151
3.472,-0.751,2.376,60.181,-404.419,7.629
3.958,-0.599,2.862,41.382,-367.798,-13.306
4.000,-0.427,3.039,35.767,-305.359,-25.696
4.000,-0.150,2.883,42.480,-231.384,-34.485
4.000,0.055,2.592,48.889,-157.715,-42.908
4.000,0.223,2.340,45.837,-95.703,-46.631
4.000,0.372,2.115,38.879,-45.837,-45.776
4.000,0.541,1.888,33.447,-9.521,-44.067
4.000,0.726,1.708,28.198,20.691,-43.701
4.000,0.928,1.518,22.949,52.429,-46.082
4.000,1.140,1.239,12.451,90.149,-54.443
4.000,1.118,1.051,-2.258,144.775,-63.904
3.850,0.973,0.878,-21.729,205.017,-68.542
3.526,0.831,0.722,-42.969,256.226,-67.444
3.189,0.722,0.578,-62.683,296.936,-61.157
2.883,0.613,0.471,-81.970,328.308,-54.199
2.585,0.492,0.410,-101.196,349.548,-48.767
2.323,0.334,0.410,-119.385,359.680,-45.532
2.081,0.171,0.391,-133.057,357.666,-45.532
1.896,-0.002,0.344,-137.817,347.351,-47.974
1.808,-0.146,0.292,-135.864,333.984,-51.147
1.745,-0.228,0.229,-135.376,320.251,-50.598
1.740,-0.293,0.188,-140.686,308.228,-47.607
1.613,-0.184,-0.038,-150.391,284.851,-52.246
1.461,-0.033,-0.189,-153.259,270.691,-62.866
1.243,0.134,-0.392,-155.396,247.986,-81.787
0.886,0.281,-0.600,-155.151,221.558,-110.107
0.456,0.373,-0.843,-159.119,190.430,-146.484
0.016,0.394,-1.047,-178.040,150.024,-179.138
-0.446,0.431,-1.198,-215.759,99.243,-194.275
-0.819,0.355,-0.960,-262.817,46.875,-186.279
-1.175,0.248,-0.514,-314.575,-81.848,-139.160
-1.963,-0.106,0.699,-328.674,-143.677,-122.314
-2.136,-0.292,1.354,-259.705,-198.303,-127.380
-2.048,-0.444,1.861,-153.687,-252.747,-153.870
-1.924,-0.545,2.133,-47.546,-305.176,-187.439
-1.934,-0.594,2.060,30.518,-329.407,-210.205
-1.950,-0.594,1.888,72.021,-290.894,-204.895
-1.848,-0.587,1.735,68.359,-199.585,-161.987
-1.686,-0.583,1.545,18.677,-92.773,-89.722
-1.501,-0.596,1.313,-53.650,0.793,-9.521
-1.309,-0.613,1.113,-113.159,66.772,56.519
-1.092,-0.686,1.006,-134.460,87.219,112.122
-0.620,-0.734,0.763,-102.600,47.424,106.750
-0.353,-0.716,0.648,-52.979,6.470,93.567
-0.076,-0.663,0.546,-5.066,-20.508,81.299
0.187,-0.557,0.419,28.748,-32.104,72.693
0.396,-0.496,0.267,43.701,-29.297,72.327
0.614,-0.421,0.138,39.795,-12.146,80.444
0.843,-0.364,0.047,24.231,13.062,91.370
1.017,-0.286,-0.041,5.554,37.964,97.351
1.120,-0.257,-0.101,-9.644,55.847,94.666
1.158,-0.276,-0.175,-17.761,63.232,82.581
1.145,-0.330,-0.232,-16.602,58.289,62.500
1.097,-0.389,-0.274,-7.751,42.480,38.452
1.051,-0.449,-0.281,5.066,21.057,15.747
1.028,-0.507,-0.282,18.372,-0.854,-2.991
1.001,-0.558,-0.250,28.503,-21.973,-16.174
0.988,-0.604,-0.183,29.907,-39.063,-22.278
0.958,-0.639,-0.121,24.597,-47.058,-21.973
0.949,-0.663,-0.047,15.076,-46.509,-15.625
0.949,-0.701,0.081,2.502,-40.833,-3.357
0.941,-0.702,0.168,-7.751,-30.151,8.545
0.951,-0.706,0.267,-12.512,-17.151,18.005
0.935,-0.688,0.317,-13.000,-6.287,25.513
0.920,-0.670,0.347,-10.437,3.296,29.846
0.908,-0.642,0.357,-6.470,11.108,31.677
0.892,-0.619,0.348,-2.136,16.235,31.799
0.881,-0.602,0.324,1.282,18.494,31.189
0.873,-0.579,0.301,3.662,18.921,30.884
0.869,-0.552,0.276,6.104,18.372,30.579
0.870,-0.526,0.252,8.972,16.785,28.992
0.878,-0.509,0.222,12.207,14.709,25.879
0.879,-0.494,0.191,15.991,11.902,21.179
0.873,-0.488,0.167,19.653,8.850,15.869
0.869,-0.489,0.135,21.790,5.798,10.864
