aX,aY,aZ,gX,gY,gZ
0.852,-0.492,0.114,22.888,3.418,7.263
0.841,-0.491,0.092,22.888,1.221,4.944
0.839,-0.488,0.072,21.362,-0.366,4.150
0.829,-0.480,0.061,19.226,-0.793,4.456
0.824,-0.476,0.049,17.212,-0.977,4.883
0.821,-0.481,0.036,14.771,-1.221,5.371
0.817,-0.491,0.025,12.146,-1.587,5.920
0.817,-0.498,0.019,9.705,-2.563,6.836
0.818,-0.498,0.022,7.080,-3.296,8.545
0.837,-0.490,0.059,2.258,-3.296,13.550
0.853,-0.483,0.079,0.244,-2.747,15.747
0.868,-0.476,0.095,-1.160,-1.892,17.456
0.876,-0.468,0.106,-2.258,-0.854,18.188
0.879,-0.466,0.116,-2.747,0.183,17.517
0.875,-0.473,0.125,-2.563,0.854,15.930
0.866,-0.480,0.131,-1.343,0.854,13.916
0.859,-0.490,0.134,0.244,0.549,11.963
0.856,-0.498,0.134,1.770,-0.061,10.559
0.852,-0.505,0.135,2.747,-0.488,9.705
0.847,-0.510,0.142,3.113,-0.488,9.644
0.845,-0.512,0.153,3.174,-0.122,10.376
0.849,-0.513,0.162,2.869,0.366,11.414
0.855,-0.514,0.170,2.930,1.160,11.902
0.857,-0.517,0.171,3.723,2.441,11.841
0.858,-0.523,0.167,5.371,3.906,11.597
0.858,-0.530,0.153,6.836,4.883,11.230
0.858,-0.534,0.137,8.301,5.798,11.475
0.862,-0.533,0.121,9.216,7.019,12.390
-1.487,0.585,0.945,-69.458,-1.770,-36.194
-1.710,0.532,1.020,-81.909,-0.610,-15.625
-1.864,0.431,0.986,-80.322,-0.549,2.869
-1.987,0.274,0.893,-61.523,-0.854,12.573
-2.063,0.081,0.732,-31.372,-6.042,16.235
-1.952,-0.134,0.470,1.770,-23.193,24.414
-1.709,-0.333,0.191,36.865,-56.091,44.617
-1.357,-0.461,-0.107,75.439,-100.220,70.190
-0.894,-0.554,-0.299,112.244,-157.654,93.262
-0.292,-0.558,-0.504,136.658,-225.830,112.549
0.244,-0.538,-0.592,153.076,-291.504,124.451
0.852,-0.399,-0.559,156.067,-353.699,124.756
1.466,-0.273,-0.396,145.874,-410.767,121.338
2.037,-0.254,0.023,127.136,-453.430,108.154
2.572,-0.187,0.727,100.464,-472.046,83.801
3.058,-0.148,1.582,74.219,-464.050,60.425
3.616,-0.097,2.353,56.946,-344.849,37.659
4.000,0.426,3.063,66.284,-248.535,23.010
4.000,0.782,3.061,65.613,-148.560,6.104
4.000,1.022,2.874,48.950,-59.692,-1.831
4.000,1.161,2.608,28.870,4.700,-1.648
4.000,1.298,2.339,18.127,40.344,-2.014
3.995,1.533,1.996,24.475,57.251,-14.954
3.881,1.691,1.683,42.969,67.200,-48.035
3.672,1.755,1.416,59.082,76.782,-93.445
3.441,1.723,1.183,62.805,92.102,-133.484
3.159,1.699,0.916,53.345,115.723,-153.625
2.997,1.616,0.783,32.715,158.936,-148.926
2.898,1.485,0.744,2.625,213.257,-127.502
2.766,1.399,0.737,-34.363,258.423,-105.591
2.603,1.326,0.713,-70.313,294.556,-91.858
2.403,1.207,0.671,-99.915,325.439,-86.426
2.194,1.040,0.627,-124.634,347.595,-84.412
2.002,0.853,0.596,-145.752,360.352,-80.139
1.875,0.656,0.546,-163.269,362.061,-74.890
1.780,0.486,0.474,-175.537,353.699,-70.496
1.740,0.353,0.387,-183.411,341.248,-66.406
1.723,0.176,0.379,-195.068,325.317,-61.890
1.768,0.030,0.324,-217.285,304.199,-59.326
1.795,-0.090,0.246,-232.666,280.701,-62.012
1.716,-0.057,0.054,-232.849,258.118,-71.472
1.575,0.091,-0.173,-219.421,242.737,-88.379
1.319,0.325,-0.482,-199.280,223.572,-118.225
0.995,0.531,-0.793,-180.542,196.716,-155.945
0.531,0.656,-1.100,-173.340,160.645,-193.848
0.028,0.723,-1.238,-192.383,112.976,-218.750
-0.543,0.763,-1.066,-243.469,49.927,-221.252
-1.207,0.751,-0.480,-306.152,-27.588,-208.252
-2.006,0.503,0.124,-351.562,-119.873,-195.496
-2.800,-0.150,1.008,-355.164,-205.505,-187.439
-3.212,-0.940,1.691,-297.607,-241.943,-174.011
-3.121,-1.342,2.224,-189.392,-208.740,-151.245
-3.061,-1.233,2.312,-102.051,-157.715,-113.892
-3.079,-0.961,2.162,-66.772,-116.516,-66.101
-2.860,-0.891,2.068,-71.716,-81.665,-19.104
-2.498,-0.975,2.057,-93.933,-52.368,23.682
-2.101,-1.030,2.084,-116.760,-28.259,65.674
-1.578,-0.958,2.082,-125.183,-1.770,103.516
-0.978,-0.816,1.988,-112.549,25.452,129.028
-0.427,-0.653,1.761,-84.351,42.358,135.986
-0.048,-0.531,1.420,-49.133,40.161,123.901
0.217,-0.421,0.993,-13.916,21.851,100.769
0.399,-0.349,0.557,17.578,-1.038,76.416
0.623,-0.302,0.201,44.312,-14.160,57.800
0.843,-0.233,-0.069,63.843,-17.273,45.288
1.020,-0.155,-0.243,71.899,-14.526,35.583
1.156,-0.096,-0.339,68.909,-9.155,26.245
1.260,-0.065,-0.365,59.082,-2.319,16.235
1.284,-0.083,-0.352,46.448,0.977,6.226
1.245,-0.164,-0.339,35.828,-0.610,-5.615
1.160,-0.272,-0.288,30.334,-6.531,-21.118
1.062,-0.378,-0.212,31.128,-14.709,-35.034
0.974,-0.479,-0.131,34.851,-23.010,-43.335
0.896,-0.542,-0.069,38.208,-30.762,-46.448
0.836,-0.579,0.021,40.161,-36.255,-43.518
0.818,-0.612,0.130,38.269,-39.001,-35.400
0.828,-0.648,0.239,32.654,-39.001,-24.475
0.847,-0.681,0.314,26.367,-35.950,-13.306
0.863,-0.700,0.385,20.752,-29.053,-2.747
0.874,-0.698,0.417,15.625,-21.423,6.958
0.885,-0.684,0.442,12.512,-13.306,16.968
0.896,-0.643,0.448,10.803,-5.676,25.574
0.917,-0.595,0.436,9.766,-0.305,32.410
0.942,-0.550,0.413,8.972,4.272,37.292
0.972,-0.511,0.385,7.935,8.972,39.734
0.986,-0.482,0.354,7.385,13.428,40.100
0.983,-0.463,0.318,7.080,16.907,37.964
0.973,-0.461,0.276,8.545,18.799,33.630
0.944,-0.465,0.232,11.292,18.433,28.015
0.906,-0.472,0.190,14.954,15.747,21.545
0.872,-0.490,0.164,18.372,11.780,15.564
0.844,-0.502,0.152,20.813,7.812,11.780
0.835,-0.511,0.138,21.912,4.333,9.827
0.825,-0.509,0.129,21.362,2.747,10.742
0.821,-0.493,0.130,20.020,2.930,13.733
0.829,-0.472,0.136,17.761,3.601,17.273
0.848,-0.456,0.140,14.709,4.150,20.508
0.866,-0.447,0.139,12.451,4.761,21.973
0.874,-0.448,0.137,11.230,5.310,21.912
0.872,-0.454,0.138,10.925,5.554,20.813
0.869,-0.464,0.138,11.108,5.737,19.775
0.866,-0.471,0.141,11.597,5.432,18.860
0.873,-0.473,0.143,12.329,4.822,18.921
0.890,-0.465,0.149,12.939,4.517,19.897
0.911,-0.454,0.156,12.878,4.578,21.362
0.933,-0.446,0.156,12.756,5.737,22.461
0.937,-0.436,0.155,12.268,7.690,22.339
0.927,-0.429,0.159,11.475,9.766,21.423
0.913,-0.437,0.163,10.803,11.536,19.775
0.897,-0.456,0.164,10.803,12.085,17.822
0.884,-0.469,0.163,12.146,11.597,15.808
0.878,-0.474,0.158,14.832,9.949,13.977
0.870,-0.471,0.155,17.517,8.301,12.817
0.866,-0.470,0.147,19.653,6.897,12.085
0.860,-0.475,0.138,20.752,5.859,11.475
0.850,-0.479,0.126,21.484,6.165,11.230
0.840,-0.478,0.119,21.973,7.019,12.024
0.841,-0.472,0.107,22.339,7.874,13.672
0.849,-0.456,0.094,22.949,8.606,15.808
1.844,-0.859,1.432,10.193,-392.883,70.801
2.484,-0.593,2.086,21.362,-372.559,80.078
3.167,-0.243,2.599,32.959,-329.102,74.707
3.931,-0.098,2.866,37.964,-268.372,54.810
4.000,-0.060,2.900,35.950,-203.491,26.917
4.000,0.011,2.732,30.945,-138.977,2.075
4.000,0.092,2.469,27.832,-72.815,-10.437
4.000,0.111,2.227,24.658,-9.705,-11.719
4.000,0.153,2.005,17.212,35.767,-11.414
4.000,0.302,1.853,13.123,68.909,-15.015
4.000,0.457,1.729,13.184,102.783,-29.846
4.000,0.550,1.609,9.216,139.221,-54.565
3.754,0.539,1.498,-0.671,176.086,-76.782
3.394,0.429,1.372,-9.705,210.571,-87.952
3.040,0.371,1.219,-12.878,241.150,-92.163
2.727,0.393,1.057,-12.695,276.001,-90.942
2.447,0.340,0.948,-18.250,319.214,-81.848
2.186,0.213,0.830,-35.217,356.689,-67.993
1.963,0.046,0.693,-55.847,382.202,-51.575
1.796,-0.109,0.553,-71.289,397.644,-32.898
1.699,-0.226,0.391,-79.590,403.748,-16.235
1.612,-0.383,0.190,-82.153,401.184,-4.333
1.576,-0.450,-0.012,-84.290,391.541,1.892
1.632,-0.455,-0.200,-89.905,377.930,11.353
1.716,-0.344,-0.464,-98.816,362.488,24.170
1.732,-0.156,-0.780,-104.797,348.267,30.151
1.678,0.079,-1.094,-111.816,334.778,25.085
1.507,0.340,-1.390,-126.343,313.110,10.925
1.268,0.609,-1.637,-151.123,275.818,-10.803
0.943,0.796,-1.790,-183.472,219.116,-41.260
0.564,0.844,-1.690,-226.990,141.296,-75.562
0.156,0.886,-1.419,-279.236,42.542,-105.530
-0.432,0.902,-0.861,-323.242,-71.289,-130.188
-1.075,0.809,-0.030,-343.872,-181.946,-151.794
-1.577,0.550,0.880,-325.378,-264.771,-177.002
-1.858,0.174,1.824,-258.850,-300.598,-212.585
-2.003,-0.210,2.399,-172.485,-287.292,-237.549
-2.038,-0.365,2.551,-85.327,-229.736,-237.671
-2.326,-0.379,2.414,-14.832,-156.067,-226.807
-2.586,-0.398,2.190,14.893,-85.571,-211.487
-2.699,-0.571,1.929,1.160,-31.555,-185.303
-2.730,-0.820,1.726,-37.231,-4.333,-141.602
-2.600,-1.015,1.693,-76.904,1.343,-82.886
-2.268,-1.106,1.698,-101.624,-5.310,-20.386
-1.864,-1.066,1.665,-99.365,-18.738,31.860
-1.490,-0.952,1.521,-77.271,-32.349,65.247
-1.143,-0.826,1.338,-45.105,-36.743,81.787
-0.436,-0.596,0.765,18.616,-4.822,92.957
-0.137,-0.499,0.410,43.030,19.104,93.201
0.116,-0.371,0.103,54.932,39.978,96.069
0.354,-0.293,-0.197,52.917,53.467,101.257
0.620,-0.232,-0.362,43.213,60.303,102.478
0.865,-0.210,-0.463,29.724,55.542,99.060
1.069,-0.222,-0.505,17.273,43.335,91.309
1.221,-0.269,-0.504,9.216,27.405,78.125
1.290,-0.309,-0.479,7.202,10.559,58.533
1.303,-0.351,-0.451,15.381,-16.602,18.127
1.243,-0.447,-0.408,19.470,-25.574,4.150
1.185,-0.489,-0.363,19.836,-31.311,-4.517
1.124,-0.532,-0.314,15.381,-32.959,-9.094
1.065,-0.593,-0.236,7.812,-31.067,-9.155
0.999,-0.647,-0.155,-0.916,-26.550,-5.737
0.965,-0.708,-0.074,-8.850,-20.935,-0.305
0.928,-0.734,0.005,-14.709,-17.578,7.141
0.899,-0.732,0.090,-17.700,-15.869,13.977
0.878,-0.716,0.175,-17.578,-16.541,24.597
0.875,-0.675,0.305,-15.259,-17.517,28.503
0.887,-0.669,0.353,-12.451,-17.090,30.884
0.907,-0.669,0.372,-9.216,-14.160,32.654
0.929,-0.655,0.361,-5.737,-8.728,34.546
0.944,-0.621,0.334,-2.747,-1.526,36.865
0.964,-0.569,0.301,-0.610,6.104,39.001
0.986,-0.512,0.263,0.305,12.939,40.344
0.999,-0.461,0.225,1.221,17.334,39.063
0.999,-0.426,0.192,2.930,18.555,34.363
0.987,-0.415,0.150,5.798,16.724,26.611
0.964,-0.421,0.112,9.766,12.207,17.273
0.932,-0.433,0.087,13.672,6.042,8.484
0.912,-0.449,0.071,17.090,-0.061,1.587
0.896,-0.467,0.069,18.555,-5.432,-1.953
0.884,-0.484,0.077,18.494,-9.033,-4.028
0.874,-0.495,0.085,16.907,-10.010,-4.089
0.866,-0.496,0.091,14.221,-8.240,-2.136
0.860,-0.490,0.095,10.925,-5.493,0.366
0.860,-0.486,0.095,7.202,-2.136,3.784
0.869,-0.483,0.094,3.845,0.488,6.836
0.878,-0.480,0.088,1.221,2.258,8.972
0.882,-0.476,0.079,-1.099,3.479,9.888
0.883,-0.480,0.073,-2.930,4.395,10.193
0.875,-0.486,0.071,-3.967,4.700,9.949
0.862,-0.496,0.080,-3.845,4.028,9.338
0.857,-0.502,0.083,-2.869,2.747,8.789
0.850,-0.508,0.083,-0.488,1.099,8.179
0.840,-0.507,0.083,1.526,-0.549,7.568
0.828,-0.501,0.089,3.357,-1.770,6.958
0.826,-0.502,0.101,4.150,-3.113,6.897
0.823,-0.510,0.115,3.906,-3.662,6.775
0.816,-0.519,0.131,3.540,-3.052,6.714
0.810,-0.526,0.146,3.540,-2.014,7.019
0.803,-0.529,0.158,4.028,-1.343,7.324
0.799,-0.535,0.168,4.700,-0.793,7.507
0.797,-0.544,0.176,5.798,-0.610,7.324
0.795,-0.556,0.180,6.958,-0.549,7.263
0.796,-0.565,0.181,8.789,-0.671,7.629
0.798,-0.569,0.175,10.559,-1.038,8.362
0.800,-0.570,0.170,12.146,-1.099,9.399
0.796,-0.563,0.165,13.428,-0.671,10.742
0.794,-0.561,0.162,14.465,0.061,11.780
0.788,-0.558,0.155,14.709,1.099,12.817
0.782,-0.555,0.150,15.137,2.258,13.733
0.762,-0.547,0.152,15.564,3.113,14.526
0.744,-0.547,0.164,15.686,3.296,15.076
0.734,-0.557,0.169,15.503,3.601,15.625
0.729,-0.568,0.169,15.930,2.991,15.808
0.724,-0.574,0.166,16.907,2.258,16.541
0.721,-0.579,0.160,18.066,1.892,17.639
0.716,-0.577,0.152,19.165,1.648,19.043
0.708,-0.575,0.146,20.264,1.404,20.447
0.703,-0.570,0.136,20.813,1.221,21.973
-1.492,0.586,0.437,-54.504,18.066,-31.738
-1.478,0.541,0.394,-55.603,1.221,-12.573
-1.430,0.443,0.330,-45.654,-27.100,-3.235
-1.307,0.251,0.266,-26.062,-62.805,-2.075
-1.137,-0.012,0.181,-2.319,-103.638,-4.517
-0.984,-0.283,0.109,18.066,-147.766,-5.493
-0.765,-0.531,0.110,30.823,-191.528,0.488
-0.428,-0.720,0.112,36.072,-230.652,17.456
0.010,-0.881,0.187,36.133,-267.395,39.612
0.481,-0.901,0.302,32.959,-301.514,62.378
1.011,-0.891,0.445,30.212,-328.125,76.294
1.627,-0.922,0.693,25.940,-343.689,79.041
2.254,-0.908,1.112,18.982,-328.796,77.332
3.569,-0.638,2.123,20.630,-304.016,65.186
4.000,-0.371,2.517,31.128,-261.414,47.729
4.000,-0.045,2.748,38.696,-202.148,32.715
4.000,0.221,2.805,39.795,-130.554,19.226
4.000,0.448,2.701,31.982,-53.894,5.188
4.000,0.662,2.464,19.470,21.606,-11.047
4.000,0.723,2.202,5.066,90.088,-37.537
4.000,0.687,1.924,-10.254,144.104,-68.848
4.000,0.592,1.631,-23.865,186.035,-95.459
3.796,0.504,1.372,-31.311,218.323,-115.967
3.352,0.453,1.191,-33.875,250.549,-128.784
2.954,0.318,1.115,-37.720,286.682,-131.348
2.592,0.186,1.056,-49.255,316.162,-127.014
2.274,0.057,0.993,-65.186,339.844,-117.310
2.016,-0.071,0.950,-82.825,361.023,-102.478
1.832,-0.194,0.899,-99.304,378.479,-86.853
1.685,-0.303,0.804,-111.450,389.832,-76.172
1.562,-0.402,0.701,-120.056,394.531,-69.824
1.459,-0.529,0.618,-131.531,389.709,-64.026
1.426,-0.551,0.400,-145.081,376.099,-59.753
1.434,-0.625,0.171,-144.287,361.023,-62.683
1.328,-0.635,-0.127,-132.690,346.313,-71.655
1.148,-0.531,-0.557,-117.554,330.139,-83.130
0.882,-0.377,-1.040,-97.839,311.890,-95.825
0.628,-0.159,-1.464,-87.280,283.875,-105.225
0.301,0.133,-1.884,-104.126,227.173,-102.539
-0.045,0.405,-2.112,-151.123,136.230,-93.689
-0.469,0.767,-1.922,-214.355,26.794,-95.642
-1.173,0.862,-1.255,-272.400,-108.276,-117.310
-1.979,0.671,-0.356,-297.241,-257.568,-157.898
-2.465,0.158,0.581,-247.009,-379.211,-209.595
-2.556,-0.502,1.396,-124.084,-451.050,-256.470
-2.512,-0.879,2.108,6.958,-464.111,-277.588
-2.465,-0.793,2.478,86.243,-402.161,-259.033
-2.378,-0.597,2.364,95.947,-253.296,-199.097
-2.347,-0.376,2.000,44.312,-58.350,-111.206
-2.407,-0.290,1.658,-47.363,98.389,-26.306
-2.290,-0.445,1.495,-136.414,172.119,27.161
-1.955,-0.737,1.456,-179.687,173.889,55.847
-1.517,-0.905,1.472,-164.734,127.319,68.726
-1.078,-0.930,1.330,-108.765,62.256,68.359
-0.710,-0.854,1.021,-43.945,3.845,58.594
-0.401,-0.764,0.717,6.592,-32.837,47.852
-0.161,-0.682,0.468,32.776,-44.861,42.358
0.075,-0.597,0.265,35.217,-34.912,42.542
0.311,-0.531,0.125,25.208,-13.550,49.866
0.494,-0.460,0.022,11.230,7.812,59.692
0.665,-0.389,-0.036,-0.061,24.353,63.660
0.812,-0.370,-0.077,-4.883,30.762,58.289
0.896,-0.396,-0.095,-4.028,25.330,44.006
0.928,-0.470,-0.106,0.916,11.841,24.170
0.926,-0.567,-0.102,8.240,-2.625,4.456
0.890,-0.645,-0.074,14.465,-15.137,-9.766
0.850,-0.692,-0.014,16.418,-22.278,-17.456
0.819,-0.722,0.047,12.390,-24.780,-17.456
0.792,-0.747,0.133,4.089,-23.376,-11.353
0.767,-0.755,0.199,-6.165,-18.738,-1.892
0.770,-0.762,0.256,-14.709,-11.414,24.353
0.788,-0.770,0.289,-20.325,-5.249,17.578
0.792,-0.781,0.310,-21.912,-1.465,21.790
0.787,-0.791,0.319,-19.836,0.366,21.484
0.773,-0.805,0.316,-15.869,1.038,19.409
0.756,-0.813,0.310,-11.108,0.732,17.883
0.737,-0.809,0.299,-6.775,0.488,17.639
0.732,-0.797,0.290,-3.723,0.488,19.165
0.731,-0.773,0.287,-1.953,0.244,22.034
0.728,-0.744,0.295,-1.404,0.366,24.780
0.727,-0.724,0.295,-0.610,1.038,25.574
0.725,-0.713,0.290,0.610,2.136,24.353
0.718,-0.700,0.301,3.052,2.686,22.644
0.718,-0.688,0.310,5.737,2.197,20.752
0.721,-0.674,0.311,8.362,0.610,18.616
0.722,-0.663,0.311,10.681,-0.549,16.235
0.717,-0.652,0.308,13.000,-1.099,13.611
0.704,-0.648,0.304,14.709,-1.526,10.986
0.685,-0.646,0.297,15.869,-1.404,9.033
0.668,-0.648,0.283,16.663,-0.916,7.996
0.655,-0.650,0.271,16.479,-0.061,8.057
0.644,-0.646,0.258,15.930,1.099,9.521
0.646,-0.640,0.243,15.015,2.136,11.475
0.651,-0.632,0.231,14.221,2.808,13.977
0.662,-0.622,0.212,13.550,3.357,16.541
0.679,-0.616,0.200,12.573,3.418,18.066
0.691,-0.605,0.194,11.536,3.052,19.043
0.702,-0.597,0.188,10.437,2.563,19.348
0.708,-0.596,0.182,9.705,2.075,18.555
0.706,-0.597,0.175,9.216,1.343,17.517
0.710,-0.603,0.169,8.789,0.549,16.541
0.712,-0.607,0.162,8.789,0.244,16.174
0.718,-0.608,0.162,8.484,0.244,16.418
0.728,-0.607,0.165,7.324,-0.122,17.090
0.732,-0.606,0.182,5.432,-0.488,18.127
0.736,-0.613,0.204,2.197,-0.122,19.836
0.735,-0.635,0.230,2.319,0.183,19.592
0.739,-0.641,0.236,3.052,1.160,19.775
0.746,-0.639,0.236,3.723,2.258,21.118
0.759,-0.630,0.237,4.395,3.418,22.888
0.779,-0.616,0.236,4.822,4.517,24.658
0.798,-0.601,0.232,4.822,5.127,25.635
0.817,-0.594,0.226,4.944,5.127,25.391
0.830,-0.595,0.221,5.310,5.127,23.560
0.840,-0.602,0.213,6.165,5.127,21.423
0.847,-0.607,0.201,7.263,5.066,19.104
0.853,-0.611,0.191,8.545,5.066,17.639
0.862,-0.603,0.183,9.705,5.493,17.334
0.873,-0.590,0.180,10.498,5.615,17.578
1.796,-1.043,1.158,6.836,-381.348,132.141
2.699,-0.868,1.922,9.277,-359.863,146.851
3.635,-0.634,2.601,25.208,-322.266,133.850
4.000,-0.399,2.994,44.312,-271.912,102.417
4.000,-0.160,2.999,54.504,-209.167,68.726
4.000,0.066,2.739,54.565,-130.981,44.922
4.000,0.347,2.455,43.823,-52.429,42.053
4.000,0.654,2.159,32.715,17.395,27.039
4.000,1.079,1.538,4.211,149.231,-7.507
4.000,0.980,1.169,-33.325,195.801,-40.771
3.983,0.750,0.896,-58.350,222.961,-64.697
3.618,0.544,0.894,-53.406,247.864,-84.717
3.327,0.564,0.893,-34.912,263.489,-102.661
2.979,0.632,0.857,-30.273,275.024,-111.633
2.608,0.555,0.805,-48.279,300.842,-109.070
2.281,0.318,0.792,-80.872,336.243,-95.398
2.028,0.065,0.781,-112.671,365.662,-72.693
1.886,-0.175,0.741,-132.629,382.385,-49.805
1.812,-0.220,0.643,-142.395,388.184,-37.231
1.788,-0.315,0.641,-147.827,386.230,-32.471
1.714,-0.399,0.655,-160.706,376.160,-28.625
1.683,-0.460,0.640,-178.650,360.657,-26.489
1.625,-0.465,0.542,-186.279,343.079,-32.959
1.463,-0.392,0.329,-181.580,329.590,-49.255
1.191,-0.283,0.047,-169.006,324.219,-75.378
0.840,-0.173,-0.237,-153.442,320.190,-106.995
0.469,-0.087,-0.539,-140.930,301.514,-136.841
-0.014,-0.055,-0.864,-136.475,257.812,-158.569
-0.537,-0.015,-1.335,-150.818,185.425,-167.786
-0.951,0.040,-1.632,-179.443,105.347,-163.025
-1.216,0.137,-1.513,-216.919,33.936,-148.743
-1.531,0.298,-0.247,-301.453,-120.422,-118.530
-2.041,0.257,0.661,-306.458,-192.261,-116.821
-2.083,-0.009,1.312,-262.268,-242.065,-130.798
-2.064,-0.260,1.693,-189.209,-257.629,-149.414
-2.075,-0.392,1.818,-126.343,-234.924,-153.015
-2.107,-0.375,1.774,-101.013,-176.147,-127.380
-2.150,-0.325,1.771,-115.112,-99.365,-75.256
-2.156,-0.335,1.920,-157.104,-33.508,-6.592
-1.996,-0.399,2.033,-207.581,0.305,64.758
-1.764,-0.462,2.121,-234.985,7.263,127.014
-1.481,-0.497,2.178,-222.351,3.174,169.250
-1.088,-0.535,2.269,-173.828,7.019,186.646
-0.587,-0.544,2.208,-105.103,19.043,180.725
-0.187,-0.518,1.917,-35.034,24.353,155.457
0.024,-0.463,1.491,19.531,18.005,121.643
0.089,-0.357,0.996,55.847,4.822,89.661
0.178,-0.278,0.524,79.712,-0.244,64.819
0.347,-0.256,0.179,95.520,6.042,52.795
0.578,-0.199,-0.047,104.492,15.869,55.359
0.770,-0.208,-0.215,104.248,22.522,64.514
0.958,-0.103,-0.357,94.788,26.367,65.613
1.094,-0.076,-0.408,81.726,28.687,56.885
1.182,-0.102,-0.455,63.721,27.039,46.814
1.204,-0.191,-0.502,44.250,20.630,36.377
1.195,-0.301,-0.518,29.846,11.963,24.414
1.180,-0.408,-0.518,21.484,1.831,13.428
1.151,-0.491,-0.502,16.724,-10.010,5.127
1.117,-0.546,-0.440,13.794,-22.949,0.183
1.093,-0.588,-0.360,11.292,-32.593,-0.793
1.088,-0.617,-0.279,8.728,-39.063,0.916
1.086,-0.628,-0.175,5.737,-43.335,4.761
1.090,-0.621,-0.065,2.197,-45.654,9.155
1.094,-0.632,0.055,-2.197,-45.410,16.785
1.091,-0.669,0.285,-10.498,-36.865,20.386
1.080,-0.670,0.384,-11.841,-30.396,24.597
1.068,-0.648,0.462,-10.803,-24.231,28.137
1.058,-0.618,0.516,-8.179,-18.005,30.457
1.055,-0.584,0.548,-4.944,-11.780,31.494
1.057,-0.550,0.562,-1.648,-5.920,31.555
1.056,-0.516,0.554,1.648,-1.038,30.640
1.057,-0.490,0.530,4.639,2.625,28.259
1.048,-0.473,0.496,7.324,5.798,24.597
1.031,-0.465,0.456,10.742,7.935,19.897
1.004,-0.457,0.417,14.587,8.362,14.832
0.974,-0.454,0.378,17.822,7.507,9.521
0.941,-0.454,0.345,20.325,5.920,4.883
0.916,-0.460,0.317,22.034,4.272,1.160
0.896,-0.458,0.292,23.254,2.380,-0.916
0.884,-0.452,0.271,24.170,0.671,-1.343
0.877,-0.445,0.252,24.414,-0.488,-1.648
0.867,-0.449,0.234,22.949,-1.221,-3.540
0.830,-0.473,0.194,21.851,-0.488,-3.662
0.804,-0.488,0.181,20.874,0.000,-3.052
0.794,-0.498,0.169,20.081,0.610,-1.404
0.793,-0.500,0.163,19.287,1.099,0.977
0.797,-0.495,0.163,18.188,1.587,4.639
0.807,-0.484,0.163,16.479,2.075,8.545
0.819,-0.480,0.165,14.526,2.869,11.353
0.825,-0.484,0.167,12.451,3.357,12.756
0.826,-0.492,0.166,10.986,4.089,13.306
0.826,-0.499,0.164,10.071,4.211,13.794
0.829,-0.499,0.163,9.827,4.272,14.648
0.838,-0.492,0.162,9.888,4.150,15.625
0.854,-0.481,0.162,9.949,3.967,16.602
0.870,-0.467,0.160,9.827,4.150,17.212
0.886,-0.458,0.158,9.460,4.578,17.456
0.897,-0.452,0.157,9.277,4.761,17.029
0.902,-0.451,0.156,9.521,5.066,15.991
0.901,-0.455,0.154,10.437,5.127,14.282
0.896,-0.466,0.150,11.597,5.005,12.085
0.888,-0.476,0.147,13.733,4.333,10.071
0.880,-0.484,0.141,16.235,3.906,8.484
0.878,-0.484,0.132,18.311,3.479,7.629
0.877,-0.478,0.126,19.592,3.296,7.263
0.884,-0.481,0.115,19.897,3.662,6.897
0.884,-0.482,0.109,19.409,5.005,7.507
0.879,-0.483,0.100,18.311,6.470,7.874
0.878,-0.484,0.094,17.883,7.385,8.179
0.877,-0.484,0.085,18.066,7.629,8.240
0.877,-0.482,0.079,18.250,7.263,8.240
0.886,-0.481,0.065,18.066,6.592,7.996
0.888,-0.477,0.057,17.822,6.470,8.179
0.889,-0.468,0.050,16.846,7.202,8.728
0.890,-0.462,0.041,16.235,8.240,9.094
0.886,-0.455,0.032,15.442,8.728,8.972
0.881,-0.448,0.026,14.709,8.728,8.667
0.877,-0.441,0.022,14.282,8.240,8.057
0.875,-0.435,0.022,13.733,7.568,7.629
1.651,-1.153,0.983,107.117,-364.746,102.783
2.287,-0.801,1.438,126.099,-397.888,105.469
2.964,-0.335,2.012,136.108,-402.405,104.248
3.685,0.076,2.528,132.629,-373.108,90.149
4.000,0.376,2.857,118.713,-311.584,68.787
4.000,0.584,2.928,100.037,-227.356,48.828
4.000,0.780,2.755,80.261,-128.906,33.997
4.000,0.966,2.465,62.988,-33.752,22.644
4.000,1.152,2.133,45.959,40.161,6.897
4.000,1.310,1.764,24.597,87.952,-14.160
4.000,1.374,1.426,4.578,115.540,-41.992
4.000,1.343,1.134,-10.742,131.226,-75.806
3.982,1.254,0.945,-20.142,148.132,-108.521
3.583,1.169,0.817,-27.710,172.058,-134.460
3.192,1.079,0.756,-37.720,204.346,-149.231
2.856,0.899,0.825,-51.941,245.239,-148.560
2.542,0.747,0.877,-71.289,280.029,-141.724
2.257,0.616,0.911,-90.454,304.565,-136.230
2.012,0.471,0.948,-105.957,324.402,-131.714
1.797,0.308,0.977,-119.568,340.210,-126.404
1.639,0.131,0.958,-130.615,348.633,-121.338
1.538,-0.073,0.914,-135.010,352.966,-117.004
1.486,-0.249,0.877,-135.193,356.445,-112.305
1.497,-0.455,0.849,-139.343,356.018,-104.187
1.501,-0.632,0.768,-144.958,348.938,-98.816
1.475,-0.737,0.638,-142.395,340.393,-100.281
1.345,-0.752,0.439,-131.287,334.412,-107.605
1.159,-0.670,0.128,-115.173,330.017,-119.263
